client_id,cloud,gym,insurance,mobile,music,software,streaming,none,fold
C000001,0.0,0.11567551082413854,0.5184424478375081,0.1320155839713656,0.0,0.0,0.11895373255973046,0.11491272480725723,2
C000005,0.0,0.18837896713546756,0.0,0.42270045563371883,0.0,0.0,0.0,0.38892057723081364,3
C000007,0.6710519512532785,0.0,0.0,0.0,0.0,0.15183079373929692,0.0,0.17711725500742448,3
C000009,0.03274429287173193,0.0,0.0,0.0,0.0,0.40398990177711624,0.5469005689536948,0.016365236397457128,2
C000012,0.0,0.0,0.0,0.0,0.0,0.926069899351282,0.0,0.07393010064871797,4
C000014,0.32465364123433155,0.0,0.0,0.0,0.0,0.3930109000504173,0.0,0.2823354587152511,4
C000015,0.0,0.0,0.4736660686495761,0.0,0.0,0.0,0.0,0.5263339313504238,0
C000016,0.0,0.035424654976647,0.6676355043602779,0.0,0.0,0.0,0.0,0.2969398406630751,1
C000017,0.0,0.010108921406922381,0.06910516471334749,0.7637003173283232,0.0,0.0,0.0499531617992579,0.10713243475214895,3
C000021,0.0,0.0,0.0,0.14203737965550312,0.0,0.033509114300665416,0.1916287202513731,0.6328247857924584,1
C000022,0.0,0.0,0.0,0.0,0.0,0.5923009329444526,0.25063781544143293,0.15706125161411444,2
C000024,0.0,0.7373628934548283,0.0,0.0,0.06661630592040078,0.04137576332564436,0.0,0.1546450372991265,1
C000025,0.5573047737459152,0.0,0.0,0.0074800479482912225,0.0052484790923565065,0.03168302904145005,0.004421756506313587,0.39386191366567336,0
C000026,0.0,0.7640077363461347,0.07718890409229358,0.043889121751149715,0.0,0.027160276283452127,0.08124131463213988,0.006512646894829999,1
C000027,0.0,0.020958313850710668,0.0,0.23570459476401787,0.7038313707971021,0.017495047263208212,0.0,0.022010673324961205,2
C000028,0.23244877781169826,0.00798241415346482,0.0,0.0,0.18238060444493054,0.5714740469780878,0.0,0.0057141566118186216,3
C000029,0.2064769215591892,0.0,0.0,0.01902542225415732,0.3823716494987443,0.22800647365796703,0.05761169195212476,0.10650784107781741,3
C000030,0.07233640184220594,0.0,0.0,0.0,0.05464337352204189,0.0,0.0,0.8730202246357521,3
C000033,0.052858180696929206,0.0,0.0,0.0,0.0,0.0,0.4080717799184209,0.5390700393846499,0
C000035,0.0,0.01448360922403522,0.0,0.24842692635027616,0.02126442126024651,0.0,0.02305716984550761,0.6927678733199345,2
C000038,0.0,0.0,0.0,0.0,0.2714374016698448,0.4570102410538112,0.0,0.27155235727634397,3
C000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
C000040,0.09903583758054618,0.5639883971673895,0.31674051791631364,0.0,0.0,0.0,0.0,0.020235247335750772,2
C000041,0.0,0.0,0.7700075812389646,0.0,0.09925407255398354,0.0,0.0,0.13073834620705183,3
C000043,0.0,0.0,0.04276668257868428,0.0,0.0,0.0,0.03108702900171895,0.9261462884195968,1
C000044,0.0,0.0,0.0,0.0,0.0,0.0,0.019614837582896966,0.980385162417103,1
C000047,0.0,0.49252758000287516,0.0,0.0,0.46458510840353645,0.0,0.0,0.042887311593588384,2
C000053,0.13469978606694777,0.349304204748266,0.0,0.0,0.0,0.0,0.0,0.5159960091847862,3
C000055,0.0,0.0,0.0,0.0,0.0,0.18297795978026848,0.0,0.8170220402197315,1
C000060,0.0,0.0,0.7539451090541961,0.0,0.0,0.0,0.0,0.2460548909458039,0
C000062,0.03959789011666733,0.0,0.0,0.023177699026960062,0.0,0.0,0.0,0.9372244108563726,4
C000063,0.0,0.0,0.7558054275336684,0.0,0.0,0.0,0.0,0.24419457246633158,1
C000064,0.0,0.0,0.3129081926477527,0.02767337265273965,0.0,0.5705235073359689,0.0,0.08889492736353866,1
C000066,0.07106653306269463,0.0,0.0,0.0,0.0,0.0,0.03436105506402649,0.8945724118732788,1
C000069,0.034319484808451685,0.0,0.4197671400170595,0.03353776885201603,0.0,0.0,0.013015050311108138,0.49936055601136464,3
C000072,0.0,0.0,0.0,0.2717334875314833,0.0,0.6521695635467687,0.034109363824242615,0.04198758509750544,1
C000073,0.0,0.0,0.06436541824887297,0.0,0.15085698167348932,0.0,0.0,0.7847776000776376,4
C000077,0.39072725127641533,0.0,0.0,0.11974901892236167,0.0,0.0,0.0,0.48952372980122294,4
C000078,0.0,0.0,0.3078079375519528,0.0,0.6531039858030119,0.0,0.02017236795382474,0.01891570869121062,4
C000079,0.0,0.29208626187601394,0.0,0.01402687506802931,0.0,0.43951549999655354,0.24953615291456732,0.0048352101448359,2
