client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000001,2,0.0,0.19147046609236457,0.42498806577506754,0.06123711530617522,0.0,0.0,0.2866069654530874,0.0356973873733053
C000005,3,0.0,0.2495361560462728,0.0,0.553685161719166,0.0,0.0,0.0,0.1967786822345612
C000007,3,0.3706441519713604,0.0,0.0,0.0,0.0,0.14992886461326582,0.0,0.4794269834153737
C000009,2,0.05605601753485727,0.0,0.0,0.0,0.0,0.6038600977098109,0.3059083591656397,0.03417552558969228
C000012,4,0.0,0.0,0.0,0.0,0.0,0.9447988744366492,0.0,0.05520112556335077
C000014,4,0.29464448778395014,0.0,0.0,0.0,0.0,0.5401607129848499,0.0,0.16519479923119995
C000015,0,0.0,0.0,0.42521347002930515,0.0,0.0,0.0,0.0,0.5747865299706949
C000016,1,0.0,0.021838187704676503,0.6617153855423271,0.0,0.0,0.0,0.0,0.3164464267529964
C000017,3,0.0,0.00412306443328534,0.13895966913453467,0.7041507437561502,0.0,0.0,0.08236880346523096,0.07039771921079896
C000021,1,0.0,0.0,0.0,0.6651854673090561,0.0,0.018732953570703148,0.1150498226572002,0.2010317564630405
C000022,2,0.0,0.0,0.0,0.0,0.0,0.5283193662279391,0.25702649344871265,0.21465414032334829
C000024,1,0.0,0.815295489724514,0.0,0.0,0.030751571837502465,0.033544883429722394,0.0,0.12040805500826113
C000025,0,0.6918365108834903,0.0,0.0,0.0060011437074036405,0.03730844609645126,0.18658963749072238,0.001565789463337706,0.07669847235859473
C000026,1,0.0,0.4836515744645007,0.35033159936204294,0.022507583026856556,0.0,0.03152346468005512,0.09525029112917738,0.016735487337367405
C000027,2,0.0,0.0034184907381262335,0.0,0.13141871837918095,0.8404284868179928,0.01245347580721906,0.0,0.012280828257481113
C000028,3,0.3517294454355416,0.02685391752781131,0.0,0.0,0.10047892738759966,0.4915888051583517,0.0,0.029348904490695826
C000029,3,0.4479570384798203,0.0,0.0,0.015261587189339211,0.19484648103525343,0.10669679813377422,0.10956903757458289,0.1256690575872299
C000030,3,0.06662605358294454,0.0,0.0,0.0,0.02455046867557114,0.0,0.0,0.9088234777414843
C000033,0,0.05196466103851101,0.0,0.0,0.0,0.0,0.0,0.3437551287601099,0.6042802102013791
