client_id,cloud,gym,insurance,mobile,music,software,streaming,none,fold
C000001,0.0,0.19735829648090514,0.279260990569967,0.152796247110309,0.0,0.0,0.31780701130374606,0.052777454535072904,2
C000005,0.0,0.07835772595255734,0.0,0.8100163351382238,0.0,0.0,0.0,0.11162593890921886,3
C000007,0.6213209462075339,0.0,0.0,0.0,0.0,0.22038605184510118,0.0,0.158293001947365,3
C000009,0.07530720591842387,0.0,0.0,0.0,0.0,0.41871815414533176,0.3886673694509721,0.11730727048527238,2
C000012,0.0,0.0,0.0,0.0,0.0,0.9430055426005297,0.0,0.05699445739947028,4
C000014,0.22448241865649357,0.0,0.0,0.0,0.0,0.6058825865629354,0.0,0.16963499478057098,4
C000015,0.0,0.0,0.28584197092374164,0.0,0.0,0.0,0.0,0.7141580290762584,0
C000016,0.0,0.21052593432560987,0.5892828434340005,0.0,0.0,0.0,0.0,0.20019122224038965,1
C000017,0.0,0.25122569848212417,0.1815852979317374,0.2668503926970709,0.0,0.0,0.20140639628112134,0.09893221460794623,3
C000021,0.0,0.0,0.0,0.6770483464507672,0.0,0.07504698807817034,0.2003609877760011,0.047543677695061445,1
C000022,0.0,0.0,0.0,0.0,0.0,0.6710620017776863,0.17289384475340977,0.15604415346890402,2
C000024,0.0,0.4787686693053052,0.0,0.0,0.09467813872333948,0.22148270662176625,0.0,0.2050704853495891,1
C000025,0.26101896224217125,0.0,0.0,0.14298710113187782,0.08268575736078267,0.16566817757626656,0.08210959686561846,0.2655304048232831,0
C000026,0.0,0.22159103972673191,0.20638715751672118,0.22018017629529552,0.0,0.16499855006640488,0.12428499968406354,0.0625580767107831,1
C000027,0.0,0.12609924277554302,0.0,0.24937946856666632,0.47270819568437583,0.09845505084733935,0.0,0.053358042126075526,2
C000028,0.2928490667171524,0.24387445817940545,0.0,0.0,0.152564030942648,0.2131470691290296,0.0,0.0975653750317645,3
C000029,0.12986593601944843,0.0,0.0,0.05726603243182171,0.21272360951957897,0.26245350062584194,0.15467482882766234,0.18301609257564666,3
C000030,0.16272663980936675,0.0,0.0,0.0,0.29411800800545923,0.0,0.0,0.5431553521851741,3
C000033,0.10422384869498712,0.0,0.0,0.0,0.0,0.0,0.08823517455049326,0.8075409767545196,0
C000035,0.0,0.08127419165617146,0.0,0.14249891940539833,0.17399537710117813,0.0,0.08051312589528042,0.5217183859419716,2
C000038,0.0,0.0,0.0,0.0,0.2778996084441288,0.5127896990063983,0.0,0.20931069254947296,3
C000039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
C000040,0.5475116145597541,0.17340681742054792,0.24822056188259511,0.0,0.0,0.0,0.0,0.030861006137103107,2
C000041,0.0,0.0,0.7954464459885892,0.0,0.18548525989331732,0.0,0.0,0.019068294118093618,3
C000043,0.0,0.0,0.05121341826915764,0.0,0.0,0.0,0.11724424204370026,0.8315423396871421,1
C000044,0.0,0.0,0.0,0.0,0.0,0.0,0.1260349349872314,0.8739650650127686,1
C000047,0.0,0.3986746421715294,0.0,0.0,0.5099923486199456,0.0,0.0,0.09133300920852505,2
C000053,0.25027485867656674,0.3705814461796534,0.0,0.0,0.0,0.0,0.0,0.3791436951437798,3
C000055,0.0,0.0,0.0,0.0,0.0,0.650904418200534,0.0,0.349095581799466,1
C000060,0.0,0.0,0.6300346451281528,0.0,0.0,0.0,0.0,0.36996535487184723,0
C000062,0.05879049929654267,0.0,0.0,0.06968151084546939,0.0,0.0,0.0,0.871527989857988,4
C000063,0.0,0.0,0.8581784854123466,0.0,0.0,0.0,0.0,0.14182151458765332,1
C000064,0.0,0.0,0.2799203154026578,0.05209772269938886,0.0,0.5597027355945305,0.0,0.10827922630342285,1
C000066,0.17604753567371909,0.0,0.0,0.0,0.0,0.0,0.1634191257878295,0.6605333385384514,1
C000069,0.09027777736688135,0.0,0.1993285279316476,0.11203118539176246,0.0,0.0,0.03791872212249363,0.560443787187215,3
C000072,0.0,0.0,0.0,0.2869607544636604,0.0,0.5749247020324517,0.09107980119427252,0.04703474230961544,1
C000073,0.0,0.0,0.0534497210511462,0.0,0.08350759058655378,0.0,0.0,0.8630426883623,4
C000077,0.46857643235342594,0.0,0.0,0.10866450115436202,0.0,0.0,0.0,0.422759066492212,4
C000078,0.0,0.0,0.42013045063328913,0.0,0.42862736358033804,0.0,0.09914074251200435,0.0521014432743685,4
C000079,0.0,0.23369947143223208,0.0,0.10311763119646285,0.0,0.40130101805352686,0.19475434221676016,0.06712753710101792,2
C000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C000084,0.0,0.0,0.01592836114089821,0.057965946647238226,0.0,0.0,0.0,0.9261056922118636,3
C000085,0.0,0.0,0.7940595539525372,0.0,0.0,0.0,0.0,0.2059404460474628,2
C000088,0.11196733369926264,0.13736493460926144,0.6768218992381322,0.0,0.0,0.0,0.0,0.07384583245334375,1
C000093,0.2635203286249992,0.0,0.13736877970415534,0.0,0.0,0.0,0.0,0.5991108916708454,0
C000094,0.31472242267642664,0.0,0.18971730206886572,0.0,0.3222439390355004,0.0,0.0,0.1733163362192071,1
C000095,0.17504327774091885,0.0,0.0,0.44589262309445493,0.08433330582896502,0.2594697117435999,0.0,0.03526108159206132,1
C000100,0.1528272229644333,0.22139979511677624,0.11896951465499245,0.0,0.0,0.0,0.0,0.506803467263798,2
C000101,0.0,0.8988449989247984,0.0,0.0,0.0,0.0,0.0,0.10115500107520156,1
C000102,0.0,0.26097084808287846,0.0,0.0,0.0,0.18557108958856602,0.0,0.5534580623285555,4
C000103,0.0,0.0,0.3730465484062133,0.35843903603976096,0.09763269085658147,0.1349708901630953,0.0,0.03591083453434883,3
C000104,0.0,0.0,0.5005089145276012,0.0,0.3280559567029278,0.0,0.0,0.17143512876947106,3
C000105,0.0,0.29748022410876257,0.09159051719417517,0.0,0.0,0.0,0.583862182089483,0.027067076607579194,4
C000106,0.0,0.0,0.0,0.0,0.0,0.0,0.9195705245258903,0.08042947547410974,4
