client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000001,2,0.0,0.17685088857122253,0.38015360703913514,0.14507138437464265,0.0,0.0,0.2622267326416944,0.0356973873733053
C000005,3,0.0,0.2514475724995933,0.0,0.5517737452658455,0.0,0.0,0.0,0.1967786822345612
C000007,3,0.3595027862487713,0.0,0.0,0.0,0.0,0.16107023033585494,0.0,0.4794269834153737
C000009,2,0.06580485285382726,0.0,0.0,0.0,0.0,0.6298925167127865,0.27012710484369407,0.03417552558969217
C000012,4,0.0,0.0,0.0,0.0,0.0,0.9447988744366492,0.0,0.05520112556335077
C000014,4,0.46727191909752175,0.0,0.0,0.0,0.0,0.36753328167127836,0.0,0.16519479923119995
C000015,0,0.0,0.0,0.4252134700293051,0.0,0.0,0.0,0.0,0.5747865299706949
C000016,1,0.0,0.02188460051104519,0.6616689727359585,0.0,0.0,0.0,0.0,0.3164464267529963
C000017,3,0.0,0.009674034907711114,0.13791121881590526,0.6586328725379158,0.0,0.0,0.12338415452766906,0.07039771921079874
C000021,1,0.0,0.0,0.0,0.6582424385424694,0.0,0.021152734737417096,0.11957307025707288,0.2010317564630406
C000022,2,0.0,0.0,0.0,0.0,0.0,0.5171019036207191,0.26824395605593254,0.2146541403233484
C000024,1,0.0,0.7585391605909444,0.0,0.0,0.03208558241145272,0.08896720198934172,0.0,0.12040805500826113
C000025,0,0.7124751540587079,0.0,0.0,0.03289349367170935,0.02869356734055102,0.14082045091508685,0.008418861655350086,0.07669847235859473
C000026,1,0.0,0.37593376828022296,0.23948635316917788,0.1407479444454939,0.0,0.13247336637677476,0.09462308039096329,0.016735487337367294
C000027,2,0.0,0.008517291002811385,0.0,0.2111920517049226,0.7539909193760298,0.014018909658755218,0.0,0.012280828257481002
C000028,3,0.33842443704274855,0.09540416055871855,0.0,0.0,0.09406993596149944,0.44275256194633783,0.0,0.029348904490695604
C000029,3,0.45228786572180674,0.0,0.0,0.012675795295819463,0.2039451382311747,0.10656584307702224,0.09885630008694708,0.1256690575872298
C000030,3,0.06671895559453961,0.0,0.0,0.0,0.024457566663976082,0.0,0.0,0.9088234777414843
C000033,0,0.046827727590820406,0.0,0.0,0.0,0.0,0.0,0.34889206220780045,0.6042802102013791
C000035,2,0.0,0.014378083030161882,0.0,0.3826671964324183,0.012609417797544398,0.0,0.017284332282454677,0.5730609704574208
C000038,3,0.0,0.0,0.0,0.0,0.2626125063892563,0.2455966315947119,0.0,0.49179086201603184
C000039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000040,2,0.1925801927722943,0.6136059203852655,0.17433134586071347,0.0,0.0,0.0,0.0,0.019482540981726748
C000041,3,0.0,0.0,0.8447213445123143,0.0,0.10232449165969448,0.0,0.0,0.05295416382799123
C000043,1,0.0,0.0,0.025568452148996484,0.0,0.0,0.0,0.0858539525966371,0.8885775952543664
C000044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.048453341223989255,0.9515466587760107
C000047,2,0.0,0.5231723075352958,0.0,0.0,0.38087000729813986,0.0,0.0,0.09595768516656444
C000053,3,0.09233540366978579,0.43782698845374246,0.0,0.0,0.0,0.0,0.0,0.4698376078764718
C000055,1,0.0,0.0,0.0,0.0,0.0,0.18989574189518077,0.0,0.8101042581048192
C000060,0,0.0,0.0,0.8580670666728392,0.0,0.0,0.0,0.0,0.14193293332716084
C000062,4,0.0676307551775738,0.0,0.0,0.028170155067628624,0.0,0.0,0.0,0.9041990897547976
C000063,1,0.0,0.0,0.8291867155134537,0.0,0.0,0.0,0.0,0.1708132844865463
C000064,1,0.0,0.0,0.49037552030584036,0.00980003819518591,0.0,0.3436007629253817,0.0,0.15622367857359198
C000066,1,0.024530791281437713,0.0,0.0,0.0,0.0,0.0,0.05782416909382497,0.9176450396247373
C000069,3,0.023909865949985103,0.0,0.44669000900041334,0.022336350538708284,0.0,0.0,0.011377791287814295,0.495685983223079
C000072,1,0.0,0.0,0.0,0.1948388932967516,0.0,0.7158290762873903,0.05923334758521324,0.030098682830644763
C000073,4,0.0,0.0,0.05374646326693911,0.0,0.21788887817509528,0.0,0.0,0.7283646585579656
C000077,4,0.40350317562591326,0.0,0.0,0.03616342744441104,0.0,0.0,0.0,0.5603333969296758
