client_id,fold,cloud,gym,insurance,mobile,music,software,streaming,none
C000001,2,0.0,0.17802618799570818,0.3027626512707173,0.23167144891909489,0.0,0.0,0.21041920940404768,0.077120502410432
C000005,3,0.0,0.24370488219421577,0.0,0.44809852202657535,0.0,0.0,0.0,0.3081965957792089
C000007,3,0.758363622607381,0.0,0.0,0.0,0.0,0.09960029895363838,0.0,0.14203607843898058
C000009,2,0.03029152396387761,0.0,0.0,0.0,0.0,0.41309813828484815,0.5484935498750021,0.008116787876272125
C000012,4,0.0,0.0,0.0,0.0,0.0,0.9321794484093857,0.0,0.06782055159061429
C000014,4,0.34471359028616816,0.0,0.0,0.0,0.0,0.4266616901122752,0.0,0.22862471960155661
C000015,0,0.0,0.0,0.41256014333788793,0.0,0.0,0.0,0.0,0.5874398566621121
C000016,1,0.0,0.018985205863723296,0.7077386685511485,0.0,0.0,0.0,0.0,0.27327612558512815
C000017,3,0.0,0.032007794857533634,0.09716621727330144,0.5710672430934516,0.0,0.0,0.20366050163278845,0.09609824314292481
C000021,1,0.0,0.0,0.0,0.24970730233149183,0.0,0.038167880828753956,0.2841838935997946,0.4279409232399596
C000022,2,0.0,0.0,0.0,0.0,0.0,0.3464753063236911,0.42479551967544055,0.22872917400086834
C000024,1,0.0,0.7658372056005367,0.0,0.0,0.02346740724057202,0.025826349860302897,0.0,0.1848690372985884
C000025,0,0.7279007318421444,0.0,0.0,0.08859195679177327,0.01424605122675853,0.0962267413102808,0.015969200114692928,0.057065318714350166
C000026,1,0.0,0.38830981674857895,0.24711341933118547,0.19801456202334453,0.0,0.09303210377563882,0.04728242780639438,0.02624767031485775
C000027,2,0.0,0.01009240881507898,0.0,0.2042369418422188,0.7604943492089093,0.012152527561775463,0.0,0.013023772572017478
C000028,3,0.3564184138268163,0.116903607171026,0.0,0.0,0.09368873310623071,0.40524868989369045,0.0,0.02774055600223657
C000029,3,0.2749438285052714,0.0,0.0,0.017366348762646158,0.33348686881293554,0.1624468340141265,0.09839869341528411,0.11335742648973635
C000030,3,0.07476229302720297,0.0,0.0,0.0,0.03957204560828217,0.0,0.0,0.8856656613645149
C000033,0,0.058960584908188736,0.0,0.0,0.0,0.0,0.0,0.2969952736701362,0.6440441414216751
C000035,2,0.0,0.026731841203278765,0.0,0.333803118913817,0.028869321883693063,0.0,0.014494040086673602,0.5961016779125377
C000038,3,0.0,0.0,0.0,0.0,0.32044249126731444,0.2822528423542936,0.0,0.3973046663783919
C000039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000040,2,0.1645937423687013,0.6164577700865825,0.17831540910956128,0.0,0.0,0.0,0.0,0.04063307843515496
C000041,3,0.0,0.0,0.9122887517189967,0.0,0.049759828530128655,0.0,0.0,0.03795141975087468
C000043,1,0.0,0.0,0.07595066339860188,0.0,0.0,0.0,0.04550663580667981,0.8785427007947183
C000044,1,0.0,0.0,0.0,0.0,0.0,0.0,0.050872446171514984,0.949127553828485
C000047,2,0.0,0.5519451825881572,0.0,0.0,0.4015292230860237,0.0,0.0,0.04652559432581915
C000053,3,0.1345266228902073,0.5322737679463067,0.0,0.0,0.0,0.0,0.0,0.333199609163486
C000055,1,0.0,0.0,0.0,0.0,0.0,0.25934519047653926,0.0,0.7406548095234607
C000060,0,0.0,0.0,0.8388155532642895,0.0,0.0,0.0,0.0,0.16118444673571053
C000062,4,0.1102296369830762,0.0,0.0,0.02148655007668644,0.0,0.0,0.0,0.8682838129402374
C000063,1,0.0,0.0,0.8652200205574769,0.0,0.0,0.0,0.0,0.13477997944252307
C000064,1,0.0,0.0,0.3553617031080093,0.004926466421520369,0.0,0.5453591088906539,0.0,0.09435272157981645
C000066,1,0.021951466655791164,0.0,0.0,0.0,0.0,0.0,0.05613023526490325,0.9219182980793056
C000069,3,0.05003122800675274,0.0,0.3419821343836399,0.04314110714025591,0.0,0.0,0.010438790320456607,0.5544067401488948
C000072,1,0.0,0.0,0.0,0.2909370864533096,0.0,0.6341418330967218,0.05109733620047979,0.023823744249488854
C000073,4,0.0,0.0,0.04652863997264069,0.0,0.21453836992385963,0.0,0.0,0.7389329901034997
C000077,4,0.3934084088308973,0.0,0.0,0.054688826671474,0.0,0.0,0.0,0.5519027644976287
C000078,4,0.0,0.0,0.6202168184511947,0.0,0.2883165865752543,0.0,0.0368789791648662,0.054587615808684875
C000079,2,0.0,0.27178428558331924,0.0,0.090618920850478,0.0,0.47933422073617316,0.15661704757947448,0.0016455252505550577
C000080,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000084,3,0.0,0.0,0.060893656119700504,0.10825340145961485,0.0,0.0,0.0,0.8308529424206846
C000085,2,0.0,0.0,0.7878244863007531,0.0,0.0,0.0,0.0,0.21217551369924692
C000088,1,0.15380978840536141,0.020343842171279464,0.8094670589560252,0.0,0.0,0.0,0.0,0.016379310467333874
C000093,0,0.48467947829127717,0.0,0.019439528831555683,0.0,0.0,0.0,0.0,0.49588099287716714
C000094,1,0.5701935253219051,0.0,0.15363484557434107,0.0,0.1140957295052805,0.0,0.0,0.16207589959847335
C000095,1,0.09381311321543012,0.0,0.0,0.84733560965108,0.01199834245565119,0.028482838567406014,0.0,0.01837009611043272
C000100,2,0.07312789169530634,0.6432301744907217,0.06728475376019567,0.0,0.0,0.0,0.0,0.21635718005377624
C000101,1,0.0,0.9011744870465728,0.0,0.0,0.0,0.0,0.0,0.09882551295342723
C000102,4,0.0,0.16835416515733412,0.0,0.0,0.0,0.4693935641261896,0.0,0.36225227071647625
C000103,3,0.0,0.0,0.6467299573655655,0.11055376550386758,0.05987887543896215,0.175984312884902,0.0,0.006853088806702656
C000104,3,0.0,0.0,0.5166954585281731,0.0,0.3762700290396171,0.0,0.0,0.10703451243220985
C000105,4,0.0,0.29566401201931786,0.07625985490637496,0.0,0.0,0.0,0.5512292945083425,0.07684683856596475
C000106,4,0.0,0.0,0.0,0.0,0.0,0.0,0.816791329812249,0.183208670187751
C000109,1,0.6226946367140258,0.0,0.0,0.0,0.0,0.3528228380155687,0.0,0.02448252527040551
C000110,1,0.0,0.22333557051456593,0.2919032754051698,0.3676731496992122,0.018867109032697345,0.0,0.017713365967610372,0.08050752938074424
C000111,1,0.0,0.0,0.22570446065481253,0.0,0.0,0.0,0.7114258594446158,0.06286967990057168
C000113,0,0.0,0.0,0.0,0.47117355191870075,0.05412067772067353,0.0,0.0,0.47470577036062567
C000115,1,0.0829877949709829,0.0,0.0,0.0,0.021008065727007957,0.2750952990603855,0.2271412021298542,0.3937676381117694
C000116,0,0.13815312492025286,0.0,0.7731595817779889,0.0,0.0,0.0,0.06466849107624051,0.024018802225517666
C000117,1,0.0,0.9121119599876095,0.0,0.0,0.0,0.0,0.0,0.08788804001239048
C000119,1,0.2983608658896807,0.0,0.0,0.0,0.0,0.0,0.5813747339450757,0.12026440016524365
C000120,3,0.0,0.5770632772970925,0.0,0.0,0.0625981527434823,0.0,0.11430933002422651,0.24602923993519876
C000122,0,0.12952829218120926,0.0,0.0,0.08884843982628661,0.0,0.0,0.0,0.7816232679925041
C000127,3,0.0,0.06581283764628092,0.0,0.0,0.0,0.08459716414537849,0.017585520301952744,0.8320044779063879
C000128,1,0.0,0.0,0.9138442278130992,0.0,0.047522572969956295,0.0,0.0,0.038633199216944525
C000129,3,0.10826904873545516,0.0,0.0,0.0,0.0,0.7129978522999079,0.009075831935056901,0.16965726702958006
C000130,3,0.0,0.05902558636825812,0.32443974782945456,0.0,0.0,0.0,0.0,0.6165346658022873
C000132,4,0.0,0.0,0.0,0.3309273180242203,0.19363218854254827,0.44419108218895437,0.0,0.03124941124427716
C000134,3,0.24646157109497474,0.0,0.47612074400346904,0.0,0.0,0.0,0.2663326633700411,0.011085021531515027
C000135,3,0.18200121959846877,0.0,0.0,0.07845259665048036,0.019954927892090725,0.0,0.0,0.7195912558589601
C000136,4,0.0,0.0,0.10114214469452451,0.027137354539411414,0.0,0.0,0.044097992422923296,0.8276225083431408
C000137,3,0.10529086630239841,0.0,0.0,0.0,0.13942286173903207,0.0,0.30420112782034997,0.45108514413821954
C000140,0,0.0,0.08691969502257106,0.0,0.0,0.0,0.5126128784950567,0.229000059575534,0.17146736690683828
C000142,4,0.027289236755474535,0.20204006092375026,0.0,0.717882310322171,0.0,0.0,0.0502140139654619,0.0025743780331423105
C000144,0,0.0,0.0,0.0,0.0,0.0,0.9546555824097244,0.0,0.04534441759027563
C000148,4,0.187966909280387,0.10992823977745152,0.0,0.025669880343958413,0.0,0.0,0.4927513202281026,0.18368365037010048
C000149,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6452981880565721,0.35470181194342787
C000150,3,0.0,0.0,0.0,0.0,0.0,0.8703108219044251,0.07893739502579761,0.050751783069777234
C000152,4,0.8406675453993695,0.0,0.0,0.0,0.011908981119798377,0.0,0.02258317727896958,0.12484029620186265
C000153,3,0.0,0.0,0.0,0.8232771221715527,0.0,0.0,0.0,0.1767228778284473
C000155,2,0.0,0.0,0.037079338599700695,0.0,0.0,0.0,0.0,0.9629206614002993
C000157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000159,4,0.0,0.0,0.45067145342443526,0.016207658120113405,0.0,0.0,0.03885200526396448,0.4942688831914869
C000160,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000162,4,0.03797985371514051,0.0,0.006439562677246057,0.06726063125072028,0.0,0.3564460049401192,0.25272716666841344,0.2791467807483605
C000164,4,0.08892738255683844,0.0,0.28366453623220106,0.0,0.4812017368496073,0.0,0.0,0.14620634436135316
C000168,2,0.0,0.11594257243826608,0.0,0.0,0.0,0.4976480362519986,0.0,0.3864093913097353
C000169,4,0.0,0.044108431860099974,0.0,0.06578427931132849,0.0,0.0,0.37668013786542515,0.5134271509631464
C000171,3,0.0,0.0,0.0,0.04771849435497644,0.0,0.0,0.8802584904434311,0.07202301520159249
C000172,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C000173,3,0.6837823246468612,0.0,0.06501762688622746,0.19057376715400282,0.0,0.0,0.0,0.06062628131290859
C000174,0,0.0,0.0,0.0,0.0,0.0,0.07517701019843392,0.0,0.9248229898015661
C000175,3,0.012040104123642556,0.0,0.33308833849300185,0.0,0.47386634318680115,0.0,0.0,0.18100521419655446
C000177,0,0.12036580380283521,0.0,0.39253135415218493,0.2508291750081228,0.09117910730443131,0.0,0.061055197020099754,0.08403936271232593
C000179,0,0.02642663448650166,0.277180759830412,0.0,0.031734305526548615,0.5900900294328547,0.0,0.0,0.074568270723683
C000181,2,0.0,0.07837847138234716,0.0,0.0,0.8644888025303091,0.03902093570386322,0.0,0.01811179038348054
C000183,3,0.0,0.13050677131549243,0.0,0.48426482116380476,0.0,0.0,0.28550657578143185,0.09972183173927096
C000185,1,0.08649765861970041,0.8401370008239993,0.0,0.0,0.0,0.0,0.0,0.07336534055630028
C000187,0,0.0,0.0,0.4992025098675768,0.0,0.3863420816843013,0.0,0.0,0.11445540844812196
C000189,0,0.022600101961491516,0.0,0.0,0.0,0.019606265554453092,0.5555619256139275,0.05542131608551114,0.34681039078461673
C000190,3,0.8369610634208938,0.0,0.0,0.0,0.0,0.0,0.0,0.16303893657910618
C000191,2,0.0,0.0,0.0,0.2850310933460242,0.2087575188182749,0.0,0.47914992360650266,0.027061464229198195
C000192,3,0.0,0.39375241439387143,0.10822695440717849,0.0,0.2342756519531492,0.21220175518957282,0.0,0.05154322405622802
C000196,4,0.7258847558969954,0.0,0.0,0.0,0.031940376217374486,0.0,0.0,0.24217486788563014
C000197,3,0.0,0.0,0.0,0.0,0.5884476823423568,0.17915153329091144,0.0,0.23240078436673173
C000198,3,0.0,0.0,0.0,0.0,0.0,0.0,0.8629111280446239,0.1370888719553761
C000201,4,0.0,0.7822366846813693,0.0,0.0,0.0,0.0,0.0,0.2177633153186307
C000202,3,0.33779826699728754,0.1668820674991825,0.06642791558899944,0.0,0.0,0.08561763050533829,0.30015575196556055,0.04311836744363162
C000203,4,0.0,0.16392625004745603,0.1229747148826104,0.0,0.0,0.29452548261598605,0.0,0.41857355245394756
C000205,2,0.051105079596868296,0.0,0.0,0.35857279353188776,0.0,0.12795822908366658,0.0,0.46236389778757736
C000206,4,0.0,0.0,0.0,0.01921706165155861,0.6030855307219545,0.3376857773690138,0.0,0.04001163025747312
C000207,2,0.6989047299899203,0.084365727368272,0.0,0.030133520230174442,0.0,0.0,0.14809506177935083,0.03850096063228248
C000210,4,0.31413623485199127,0.04808862310297908,0.08021862654612091,0.45511861048947416,0.0,0.0,0.0,0.10243790500943462
C000212,4,0.6010469723981602,0.19256687003372844,0.08093264203751116,0.0963268938095436,0.0,0.0,0.0,0.029126621721056623
C000214,0,0.0,0.0,0.0,0.07916959030618877,0.006520705697182654,0.0,0.0,0.9143097039966286
C000218,1,0.0,0.0047412169169163245,0.65218181414062,0.06318737448534979,0.07509479697995973,0.0,0.0998113138459904,0.10498348363116372
C000219,4,0.24237417455714885,0.0765957391300397,0.0,0.060961609118989714,0.6076118091091963,0.0,0.0,0.012456668084625422
C000222,4,0.0,0.0,0.0,0.015925619655819973,0.0,0.07110167761478547,0.08675672158694946,0.8262159811424451
C000223,3,0.632835553386779,0.0,0.0,0.09735123125926794,0.0,0.0,0.21737784641643837,0.05243536893751477
C000226,1,0.0,0.0,0.8018989834051684,0.0,0.0,0.0,0.0,0.1981010165948316
C000228,4,0.0,0.007222773700044449,0.8727891955053375,0.00031553530667306003,0.11239537886514117,0.0,0.0,0.007277116622803836
C000230,2,0.0,0.02312803911666655,0.23141869017634437,0.0,0.0,0.0,0.0,0.7454532707069891
C000233,1,0.0,0.0,0.27102787494705316,0.0,0.5082338966406927,0.0,0.0,0.2207382284122541
C000234,4,0.05013858947488972,0.0,0.0,0.015345742958198098,0.8044786045732454,0.0,0.0,0.1300370629936668
C000235,1,0.0,0.0,0.0,0.7869280470952126,0.0,0.0,0.0,0.21307195290478742
C000236,3,0.0,0.0,0.0,0.6808137842255654,0.024754311278340865,0.0,0.09536575708954494,0.19906614740654882
C000237,0,0.4558347047628553,0.0,0.0,0.0,0.12331935290671525,0.06492781328987643,0.04721776084075893,0.3087003681997941
C000238,1,0.0,0.1268713729533319,0.0,0.1157918870061053,0.679681632438945,0.0,0.020531951858081574,0.057123155743536325
C000239,3,0.0,0.0,0.0,0.0,0.0,0.7146866802505518,0.0953949274723014,0.1899183922771468
C000240,0,0.0,0.7569640677826381,0.0,0.0,0.0,0.0,0.010734343974247176,0.23230158824311464
C000242,3,0.0,0.03023436232690626,0.0,0.4139501636118363,0.0,0.28464215003627596,0.08702590119406901,0.18414742283091246
C000245,0,0.00605323055416935,0.0,0.0,0.0,0.0,0.0,0.011616859424592499,0.9823299100212382
